"Result  :  Query Result"
"Save Time: 08/27/2019 13:38:19"

"User Name:tec80591227"

"Total 22,464   Records"

"Start Time","Period","NE Name","BSC6900UCell","VS.MeanRTWP (dBm)"
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN73, CellID=18676",-107.423
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO12, CellID=47845",-98.523
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL46, CellID=18692",-106.754
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN72, CellID=18675",-107.133
08/20/2019 01:30:00,30,"RNCCBAA","Label=WEGL45, CellID=18691",-107.257
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCN71, CellID=18674",-107.101
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO43, CellID=47843",-97.827
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO42, CellID=47842",-89.556
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO41, CellID=47841",-100.78
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC47, CellID=17833",-106.434
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC46, CellID=17832",-106.083
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC45, CellID=17831",-104.202
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR43, CellID=47863",-102.162
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR42, CellID=47862",-100.749
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR41, CellID=47861",-98.584
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC73, CellID=17836",-106.59
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC72, CellID=17835",-106.899
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC71, CellID=17834",-104.817
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC43, CellID=47833",-105.762
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO43, CellID=47873",-105.877
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC42, CellID=47832",-106.188
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO42, CellID=47872",-105.055
08/20/2019 01:30:00,30,"RNCCBAA","Label=WAGC41, CellID=47831",-101.649
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO72, CellID=17875",-107.209
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO41, CellID=47871",-108.81
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO71, CellID=17874",-104.559
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR47, CellID=17863",-98.908
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR46, CellID=17862",-98.73
08/20/2019 01:30:00,30,"RNCCBAA","Label=WBCR45, CellID=17861",-97.544
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO47, CellID=17873",-100.807
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO46, CellID=17872",-96.416
08/20/2019 01:30:00,30,"RNCCBAA","Label=WFSO45, CellID=17871",-105.188
08/20/2019 01:30:00,30,"RNCCBAA","Label=WSRO47, CellID=17843",-105.541
